mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.22,"16km E of Ocotillo, CA",1620746861280,1620838473499,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648199,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648199&format=geojson,,,,,reviewed,0,23,ci,39648199,",ci39648199,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.13,0.17,61.0,ml,earthquake,"M 1.2 - 16km E of Ocotillo, CA"
5.4,"100 km E of Kimbe, Papua New Guinea",1620746855223,1620833442633,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e230,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e230&format=geojson,,,3.887,green,reviewed,0,449,us,7000e230,",usauto7000e230,us7000e230,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",,1.637,0.78,52.0,mww,earthquake,"M 5.4 - 100 km E of Kimbe, Papua New Guinea"
0.89,"8km NE of Coso Junction, CA",1620746631490,1620920298574,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648191&format=geojson,,,,,reviewed,0,12,ci,39648191,",ci39648191,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03527,0.08,59.0,ml,earthquake,"M 0.9 - 8km NE of Coso Junction, CA"
1.9,"36 km SE of Mina, Nevada",1620746169772,1620750609955,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806996&format=geojson,,,,,reviewed,0,56,nn,00806996,",nn00806996,",",nn,",",origin,phase-data,",27.0,0.054,0.136,71.95,ml,earthquake,"M 1.9 - 36 km SE of Mina, Nevada"
0.42,"16km N of Borrego Springs, CA",1620745812160,1620772424915,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648159&format=geojson,,,,,reviewed,0,3,ci,39648159,",ci39648159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.07713,0.1,80.0,ml,earthquake,"M 0.4 - 16km N of Borrego Springs, CA"
1.15,"9 km W of Morrison, Oklahoma",1620745786289,1620853695840,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jerk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jerk&format=geojson,,,,,reviewed,0,20,ok,2021jerk,",ok2021jerk,",",ok,",",origin,phase-data,",42.0,0.05938834598,0.26,62.0,ml,earthquake,"M 1.2 - 9 km W of Morrison, Oklahoma"
0.87,"16km ENE of Borrego Springs, CA",1620745485700,1620772298180,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648151&format=geojson,,,,,reviewed,0,12,ci,39648151,",ci39648151,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.07194,0.17,133.0,ml,earthquake,"M 0.9 - 16km ENE of Borrego Springs, CA"
1.49,"1km WNW of Danville, CA",1620744870190,1620772754375,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561165,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561165&format=geojson,,,,,reviewed,0,34,nc,73561165,",nc73561165,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.03723,0.1,49.0,md,earthquake,"M 1.5 - 1km WNW of Danville, CA"
0.01,"43 km NNE of King Cove, Alaska",1620744640040,1620849505910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91240886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91240886&format=geojson,,,,,reviewed,0,0,av,91240886,",av91240886,",",av,",",origin,phase-data,",6.0,,0.31,169.0,ml,earthquake,"M 0.0 - 43 km NNE of King Cove, Alaska"
0.21,"152 km W of Adak, Alaska",1620744560930,1620849153730,,https://earthquake.usgs.gov/earthquakes/eventpage/av91240881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91240881&format=geojson,,,,,reviewed,0,1,av,91240881,",av91240881,",",av,",",origin,phase-data,",4.0,,0.27,309.0,ml,earthquake,"M 0.2 - 152 km W of Adak, Alaska"
0.58,"88 km W of Adak, Alaska",1620744455100,1620848978160,,https://earthquake.usgs.gov/earthquakes/eventpage/av91240876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91240876&format=geojson,,,,,reviewed,0,5,av,91240876,",av91240876,",",av,",",origin,phase-data,",6.0,,0.09,177.0,ml,earthquake,"M 0.6 - 88 km W of Adak, Alaska"
4.3,"108 km NNE of Calama, Chile",1620744416347,1620773798350,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e22w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e22w&format=geojson,1.0,1.0,,,reviewed,0,285,us,7000e22w,",us7000e22w,",",us,",",dyfi,origin,phase-data,",,0.736,0.55,63.0,mb,earthquake,"M 4.3 - 108 km NNE of Calama, Chile"
1.27,"11km NNW of Mojave, CA",1620744355070,1620771967248,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648079&format=geojson,,,,,reviewed,0,25,ci,39648079,",ci39648079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.167,0.11,56.0,ml,earthquake,"M 1.3 - 11km NNW of Mojave, CA"
0.58,"15km ENE of Ridgecrest, CA",1620744162310,1620752610012,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648071&format=geojson,,,,,reviewed,0,5,ci,39648071,",ci39648071,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1002,0.09,152.0,ml,earthquake,"M 0.6 - 15km ENE of Ridgecrest, CA"
4.5,"45 km ENE of Los Andes, Chile",1620744094839,1620877519851,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e22t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e22t&format=geojson,4.0,2.2,,,reviewed,0,312,us,7000e22t,",us7000e22t,",",us,",",dyfi,origin,phase-data,",,0.358,0.38,52.0,mb,earthquake,"M 4.5 - 45 km ENE of Los Andes, Chile"
-0.09,"86 km W of Adak, Alaska",1620744007150,1620849189890,,https://earthquake.usgs.gov/earthquakes/eventpage/av91240871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91240871&format=geojson,,,,,reviewed,0,0,av,91240871,",av91240871,",",av,",",origin,phase-data,",5.0,,0.09,191.0,ml,earthquake,"M -0.1 - 86 km W of Adak, Alaska"
2.1,"55 km S of Whites City, New Mexico",1620743962668,1620747822430,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jeqk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jeqk&format=geojson,,,,,reviewed,0,68,tx,2021jeqk,",tx2021jeqk,",",tx,",",origin,phase-data,",18.0,0.07544439032,0.3,56.0,ml,earthquake,"M 2.1 - 55 km S of Whites City, New Mexico"
1.24,"16km E of Ocotillo, CA",1620743743800,1620744754576,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648039&format=geojson,,,,,reviewed,0,24,ci,39648039,",ci39648039,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.1302,0.23,174.0,ml,earthquake,"M 1.2 - 16km E of Ocotillo, CA"
1.6,"53 km NW of Toyah, Texas",1620743255935,1620752420780,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jeqa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jeqa&format=geojson,,,,,reviewed,0,39,tx,2021jeqa,",tx2021jeqa,",",tx,",",origin,phase-data,",12.0,0.1540606311,0.3,65.0,ml,earthquake,"M 1.6 - 53 km NW of Toyah, Texas"
1.89,"1km NW of The Geysers, CA",1620743214520,1620745634537,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561150,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561150&format=geojson,,,,,automatic,0,55,nc,73561150,",nc73561150,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.015,0.05,82.0,md,earthquake,"M 1.9 - 1km NW of The Geysers, CA"
0.89,"18km ESE of Little Lake, CA",1620742954270,1620839869748,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39648007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39648007&format=geojson,,,,,reviewed,0,12,ci,39648007,",ci39648007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.08201,0.09,65.0,ml,earthquake,"M 0.9 - 18km ESE of Little Lake, CA"
1.2,"84 km NNW of Aleneva, Alaska",1620742510094,1620865752980,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160vtrer,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160vtrer&format=geojson,,,,,automatic,0,22,ak,02160vtrer,",av91026988,ak02160vtrer,",",av,ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 1.2 - 84 km NNW of Aleneva, Alaska"
1.28,"31km E of Coso Junction, CA",1620742475030,1620838867920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647991&format=geojson,,,,,reviewed,0,25,ci,39647991,",ci39647991,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",16.0,0.1026,0.11,106.0,ml,earthquake,"M 1.3 - 31km E of Coso Junction, CA"
1.11,"4km NW of Dublin, CA",1620742317100,1620771434230,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561145,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561145&format=geojson,,,,,reviewed,0,19,nc,73561145,",nc73561145,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.03651,0.05,164.0,md,earthquake,"M 1.1 - 4km NW of Dublin, CA"
0.99,"16km N of Borrego Springs, CA",1620742154390,1620838242160,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647975&format=geojson,,,,,reviewed,0,15,ci,39647975,",ci39647975,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",50.0,0.07881,0.19,58.0,ml,earthquake,"M 1.0 - 16km N of Borrego Springs, CA"
1.09,"4 km SW of Hebgen Lake Estates, Montana",1620742110590,1620745793240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60435762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60435762&format=geojson,,,,,reviewed,0,18,uu,60435762,",uu60435762,",",uu,",",origin,phase-data,",14.0,0.02976,0.18,119.0,ml,earthquake,"M 1.1 - 4 km SW of Hebgen Lake Estates, Montana"
0.93,"14km NE of Olancha, CA",1620741943310,1620752271070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647967&format=geojson,,,,,reviewed,0,13,ci,39647967,",ci39647967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.1449,0.06,119.0,ml,earthquake,"M 0.9 - 14km NE of Olancha, CA"
1.2,"53 km W of Four Mile Road, Alaska",1620741884799,1620742110839,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160vrhhb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160vrhhb&format=geojson,,,,,automatic,0,22,ak,02160vrhhb,",ak02160vrhhb,",",ak,",",origin,",,,0.56,,ml,earthquake,"M 1.2 - 53 km W of Four Mile Road, Alaska"
1.98,"12 km SE of Ratliff City, Oklahoma",1620741342090,1620851313353,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jeoz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jeoz&format=geojson,,,,,reviewed,0,60,ok,2021jeoz,",ok2021jeoz,",",ok,",",origin,phase-data,",48.0,0.05758869913,0.33,84.0,ml,earthquake,"M 2.0 - 12 km SE of Ratliff City, Oklahoma"
1.3,"14 km SSE of Sierraville, California",1620740436601,1620759724522,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806995&format=geojson,,,,,reviewed,0,26,nn,00806995,",nn00806995,",",nn,",",origin,phase-data,",20.0,0.04,0.1553,54.15,ml,earthquake,"M 1.3 - 14 km SSE of Sierraville, California"
0.86,"2km NE of The Geysers, CA",1620740346950,1620740445398,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561140,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561140&format=geojson,,,,,automatic,0,11,nc,73561140,",nc73561140,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.009748,0.02,96.0,md,earthquake,"M 0.9 - 2km NE of The Geysers, CA"
-0.68,"86 km NNW of Karluk, Alaska",1620740269790,1620864302440,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026978,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026978&format=geojson,,,,,reviewed,0,0,av,91026978,",av91026978,",",av,",",origin,phase-data,",5.0,,0.11,115.0,ml,earthquake,"M -0.7 - 86 km NNW of Karluk, Alaska"
-0.19,"41 km NE of Adak, Alaska",1620740244240,1620864483040,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026983&format=geojson,,,,,reviewed,0,0,av,91026983,",av91026983,",",av,",",origin,phase-data,",4.0,,0.15,234.0,ml,earthquake,"M -0.2 - 41 km NE of Adak, Alaska"
0.82,"6km NW of The Geysers, CA",1620739671430,1620739770806,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561135&format=geojson,,,,,automatic,0,10,nc,73561135,",nc73561135,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.0105,0.02,58.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.99,"7km WNW of The Geysers, CA",1620739475680,1620739571019,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561130,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561130&format=geojson,,,,,automatic,0,15,nc,73561130,",nc73561130,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.006595,0.02,59.0,md,earthquake,"M 1.0 - 7km WNW of The Geysers, CA"
1.2,"4 km WNW of Ninilchik, Alaska",1620739096680,1620739324841,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160v8zqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160v8zqc&format=geojson,,,,,automatic,0,22,ak,02160v8zqc,",ak02160v8zqc,",",ak,",",origin,",,,0.1,,ml,earthquake,"M 1.2 - 4 km WNW of Ninilchik, Alaska"
2.3,"32 km ENE of Cantwell, Alaska",1620738960328,1620741439307,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160v8fdp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160v8fdp&format=geojson,,,,,automatic,0,81,ak,02160v8fdp,",ak02160v8fdp,",",ak,",",origin,",,,0.72,,ml,earthquake,"M 2.3 - 32 km ENE of Cantwell, Alaska"
2.15,Puerto Rico region,1620738367530,1620738963177,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021131008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021131008&format=geojson,,,,,reviewed,0,71,pr,2021131008,",pr2021131008,",",pr,",",origin,phase-data,",8.0,0.2029,0.26,193.0,md,earthquake,M 2.2 - Puerto Rico region
1.44,"16km E of Ocotillo, CA",1620738360790,1620741084960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647951&format=geojson,,,,,reviewed,0,32,ci,39647951,",ci39647951,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.1265,0.23,65.0,ml,earthquake,"M 1.4 - 16km E of Ocotillo, CA"
1.3,"25 km S of Mina, Nevada",1620738026567,1620766389100,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806994,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806994&format=geojson,,,,,reviewed,0,26,nn,00806994,",nn00806994,",",nn,",",origin,phase-data,",19.0,0.039,0.1354,155.51,ml,earthquake,"M 1.3 - 25 km S of Mina, Nevada"
1.92,"16km E of Ocotillo, CA",1620737996060,1620836849960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647943&format=geojson,,,,,reviewed,0,57,ci,39647943,",ci39647943,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.1283,0.19,59.0,ml,earthquake,"M 1.9 - 16km E of Ocotillo, CA"
1.39,"32km E of Coso Junction, CA",1620737673520,1620741058812,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647919,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647919&format=geojson,,,,,reviewed,0,30,ci,39647919,",ci39647919,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.09445,0.2,110.0,ml,earthquake,"M 1.4 - 32km E of Coso Junction, CA"
2.42,"5 km ESE of Pāhala, Hawaii",1620737651610,1620741088040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72463862,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72463862&format=geojson,,,,,automatic,0,90,hv,72463862,",us7000e21p,hv72463862,",",us,hv,",",origin,phase-data,",49.0,,0.119999997,158.0,ml,earthquake,"M 2.4 - 5 km ESE of Pāhala, Hawaii"
1.96,"16km E of Ocotillo, CA",1620737580440,1620836483240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647911&format=geojson,,,,,reviewed,0,59,ci,39647911,",ci39647911,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.1289,0.22,58.0,ml,earthquake,"M 2.0 - 16km E of Ocotillo, CA"
2.24,"6 km E of Pāhala, Hawaii",1620737449040,1620737778870,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72463852,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72463852&format=geojson,,,,,automatic,0,77,hv,72463852,",hv72463852,",",hv,",",origin,phase-data,",46.0,,0.129999995,148.0,ml,earthquake,"M 2.2 - 6 km E of Pāhala, Hawaii"
0.51,"35 km NE of King Cove, Alaska",1620737359040,1620848361130,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026903&format=geojson,,,,,reviewed,0,4,av,91026903,",av91026903,",",av,",",origin,phase-data,",6.0,,0.15,274.0,ml,earthquake,"M 0.5 - 35 km NE of King Cove, Alaska"
2.21,"16km E of Ocotillo, CA",1620736805240,1620835306770,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647903&format=geojson,,,,,reviewed,0,75,ci,39647903,",ci39647903,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.126,0.26,50.0,ml,earthquake,"M 2.2 - 16km E of Ocotillo, CA"
0.35,"39 km NE of King Cove, Alaska",1620736742370,1620847644020,,https://earthquake.usgs.gov/earthquakes/eventpage/av91240826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91240826&format=geojson,,,,,reviewed,0,2,av,91240826,",av91240826,",",av,",",origin,phase-data,",5.0,,0.12,285.0,ml,earthquake,"M 0.4 - 39 km NE of King Cove, Alaska"
0.89,"7km NW of The Geysers, CA",1620736282870,1620736380053,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561115,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561115&format=geojson,,,,,automatic,0,12,nc,73561115,",nc73561115,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.001807,0.02,41.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
1.7,"25 km NW of Nikiski, Alaska",1620736192520,1620737009523,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160upzsv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160upzsv&format=geojson,,,,,automatic,0,44,ak,02160upzsv,",ak02160upzsv,",",ak,",",origin,",,,0.5,,ml,earthquake,"M 1.7 - 25 km NW of Nikiski, Alaska"
1.82000005,"1 km S of Pāhala, Hawaii",1620735849400,1620736034930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72463792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72463792&format=geojson,,,,,automatic,0,51,hv,72463792,",hv72463792,",",hv,",",origin,phase-data,",34.0,,0.0799999982,85.0,md,earthquake,"M 1.8 - 1 km S of Pāhala, Hawaii"
4.6,"25 km W of Novaya Chara, Russia",1620735752631,1620738431040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e21h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e21h&format=geojson,,,,,reviewed,0,326,us,7000e21h,",us7000e21h,",",us,",",origin,phase-data,",,7.977,0.61,55.0,mb,earthquake,"M 4.6 - 25 km W of Novaya Chara, Russia"
0.76,"18km E of Ocotillo, CA",1620735317830,1620751913501,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37474285,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37474285&format=geojson,,,,,reviewed,0,9,ci,37474285,",ci37474285,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.1169,0.12,112.0,ml,earthquake,"M 0.8 - 18km E of Ocotillo, CA"
0.36,"12km NNE of Borrego Springs, CA",1620735264070,1620751931816,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39647895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39647895&format=geojson,,,,,reviewed,0,2,ci,39647895,",ci39647895,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.02461,0.17,136.0,ml,earthquake,"M 0.4 - 12km NNE of Borrego Springs, CA"
1.5,"83 km W of Nikiski, Alaska",1620735230023,1620736266872,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02160umk5b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02160umk5b&format=geojson,,,,,automatic,0,35,ak,02160umk5b,",ak02160umk5b,",",ak,",",origin,",,,0.48,,ml,earthquake,"M 1.5 - 83 km W of Nikiski, Alaska"
0.06,"45 km ENE of Warm River, Idaho",1620734939160,1620740738790,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60435757,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60435757&format=geojson,,,,,reviewed,0,0,uu,60435757,",uu60435757,",",uu,",",origin,phase-data,",4.0,0.02477,0.09,115.0,md,earthquake,"M 0.1 - 45 km ENE of Warm River, Idaho"
